symbol,entry_date,exit_date,entry_price,exit_price,initial_stop,risk_per_share,mfe_price,mfe_r_multiple,hit_1to2,never_hit_initial_stop,is_loss,pnl,ret_pct,holding_days,sector
TATASTEEL,2023-01-10,2023-01-24,112.62,114.37754128064353,109.51,3.11,117.95,1.71,False,True,False,5634.677345743133,1.560594282226524,14,NIFTY METAL
HINDZINC,2023-01-25,2023-01-27,358.0,346.3042229620676,346.3,11.7,359.0,0.09,False,False,True,-11824.430585349686,-3.2669768262381105,2,NIFTY METAL
HCLTECH,2023-01-30,2023-02-07,1134.75,1127.7384930491555,1112.93,21.82,1156.65,1.0,False,True,True,-2222.6477034177,-0.6178900154963141,8,NIFTY IT
ZYDUSLIFE,2023-02-16,2023-02-20,477.3,465.84283746537096,465.71,11.59,480.0,0.23,False,True,True,-8615.786226041044,-2.400411174236128,4,NIFTY PHARMA
BAJAJ-AUTO,2023-02-13,2023-02-21,3787.5,3742.221102862082,3709.69,77.81,3837.5,0.64,False,True,True,-4256.216330964353,-1.195482432684325,8,NIFTY AUTO
PERSISTENT,2023-02-16,2023-02-22,2469.9,2453.0,2398.91,70.99,2567.5,1.37,False,True,True,-2450.500000000013,-0.6842382282683523,6,NIFTY MS IT TELCM
ITC,2023-02-14,2023-02-27,318.7,312.9240988394556,310.92,7.78,324.9,0.8,False,True,True,-6509.440607933515,-1.812331710242976,13,NIFTY FMCG
NTPC,2023-02-27,2023-03-14,172.4,177.42391537340842,169.13,3.27,182.2,3.0,True,True,False,10344.241753847924,2.914104044900468,15,NIFTY COMMODITIES
PETRONET,2023-03-15,2023-03-17,218.2,214.44267984158915,213.26,4.94,221.05,0.58,False,True,True,-6146.975779160126,-1.721961575806985,2,NIFTY OIL AND GAS
ZYDUSLIFE,2023-03-29,2023-04-20,490.35,507.55136646572487,480.03,10.32,519.4,2.82,True,True,False,12470.990687650514,3.507977254150063,22,NIFTY PHARMA
NESTLEIND,2023-04-17,2023-04-25,1012.2,1017.369119914426,994.52,17.68,1046.4,1.93,False,True,False,1824.69932979234,0.5106816750074961,8,NIFTY FMCG
ALKEM,2023-04-21,2023-05-05,3409.0,3454.061763016404,3334.64,74.36,3544.1,1.82,False,True,False,4731.485116722399,1.3218469644002306,14,NIFTY MIDSML HLTH
INDIANB,2023-04-24,2023-05-08,299.15,309.5995879520385,288.09,11.06,319.85,1.87,False,True,False,12591.753482206444,3.493093081075904,14,NIFTY PSU BANK
NHPC,2023-04-26,2023-05-10,44.3,44.19664563744286,42.98,1.32,47.9,2.73,True,True,True,-840.3743219520569,-0.2333055588197186,14,NIFTY COMMODITIES
KEI,2023-05-05,2023-05-10,1936.4,2003.2735455082868,1874.03,62.37,2095.0,2.54,True,True,False,12705.973646574475,3.453498528624599,5,NIFTY EV
AUROPHARMA,2023-05-16,2023-05-17,641.45,625.1625184513948,625.16,16.29,648.2,0.41,False,False,True,-9414.16433509382,-2.539166193562281,1,NIFTY MIDSML HLTH
BAJAJ-AUTO,2023-04-20,2023-05-19,4207.5,4379.754300620992,4129.49,78.01,4514.5,3.94,True,True,False,14641.615552784291,4.0939821894472095,29,NIFTY AUTO
IDFCFIRSTB,2023-05-11,2023-05-19,64.8,65.85974642608242,63.25,1.55,68.2,2.19,True,True,False,6025.718178704678,1.6354111513617653,8,NIFTY MS FIN SERV
GLENMARK,2023-05-19,2023-05-22,624.3,588.0,609.13,15.17,629.85,0.37,False,False,True,-21308.099999999973,-5.814512253724169,3,NIFTY MIDSML HLTH
KEI,2023-05-19,2023-05-24,2024.95,1951.5710291449348,1949.49,75.46,2046.0,0.28,False,True,True,-13281.593724766815,-3.6237423568515448,5,NIFTY EV
INDIGO,2023-05-25,2023-05-31,2305.7,2321.619002685519,2257.5,48.2,2413.75,2.24,True,True,False,2483.3644189409624,0.6904195118844214,6,NIFTY IND TOURISM
MARICO,2023-05-26,2023-06-05,544.1,545.8886065602442,533.81,10.29,558.75,1.42,False,True,False,1191.2119691226023,0.3287275427759972,10,NIFTY FMCG
COFORGE,2023-05-26,2023-06-06,892.0,897.0043879343025,869.79,22.21,930.0,1.71,False,True,False,2031.781501326809,0.5610300374778499,11,NIFTY MS IT TELCM
IDFCFIRSTB,2023-05-25,2023-06-08,68.0,72.40008100486615,66.56,1.44,74.25,4.34,True,True,False,23289.628758756546,6.470707360097272,14,NIFTY MS FIN SERV
HEROMOTOCO,2023-06-13,2023-06-15,2782.65,2724.098519606712,2722.89,59.76,2797.35,0.25,False,True,True,-7670.243931520771,-2.1041625929703045,2,NIFTY AUTO
KEI,2023-06-14,2023-06-19,2205.7,2233.587951453476,2135.07,70.63,2375.0,2.4,True,True,False,4601.511989823546,1.2643583195119934,5,NIFTY EV
AUROPHARMA,2023-06-23,2023-07-03,699.15,720.9342416864807,681.95,17.2,741.85,2.48,True,True,False,11371.374160342952,3.115818019950045,10,NIFTY MIDSML HLTH
IDFCFIRSTB,2023-06-28,2023-07-04,79.7,79.61921207383101,77.39,2.31,82.1,1.04,False,True,True,-380.5111322559654,-0.1013650265608512,6,NIFTY MS FIN SERV
GODREJPROP,2023-07-06,2023-07-10,1598.7,1556.109142543899,1556.11,42.59,1621.0,0.52,False,False,True,-9923.669787271543,-2.664093166704262,4,NIFTY REALTY
HAL,2023-06-30,2023-07-12,1896.25,1908.71258854538,1839.75,56.5,1972.5,1.35,False,True,False,2305.5788808953344,0.6572228633028532,12,NIFTY IND DEFENCE
RECLTD,2023-06-27,2023-07-13,161.0,165.31939931448156,156.52,4.48,171.15,2.27,True,True,False,9848.230437017952,2.682856717069293,16,NIFTY FINSEREXBNK
BEL,2023-07-06,2023-07-14,124.8,124.38244061063136,121.45,3.35,128.8,1.19,False,True,True,-1250.590371159101,-0.3345828440453946,8,NIFTY IND DEFENCE
PFC,2023-06-27,2023-07-18,166.3,177.18861809190037,161.69,4.61,184.3,3.91,True,True,False,24031.18012882408,6.547575521287041,21,NIFTY FINSEREXBNK
HEROMOTOCO,2023-07-14,2023-07-20,2962.0,2894.3324640137216,2892.35,69.65,2982.55,0.3,False,True,True,-8526.109534271076,-2.284521809124862,6,NIFTY AUTO
ITC,2023-07-19,2023-07-24,394.9,399.313275625573,388.96,5.94,412.1,2.9,True,True,False,4148.47908803864,1.11756789708104,5,NIFTY FMCG
IDFCFIRSTB,2023-07-31,2023-08-02,87.2,86.16178480245354,84.85,2.35,89.45,0.96,False,True,True,-4468.47821023998,-1.190613758654202,2,NIFTY MS FIN SERV
OBEROIRLTY,2023-08-04,2023-08-08,1121.9,1086.5452732353006,1086.5,35.4,1138.1,0.46,False,True,True,-11985.252373233145,-3.1513260330421238,4,NIFTY REALTY
NAUKRI,2023-08-04,2023-08-08,977.5,953.0190525546608,953.02,24.48,997.0,0.8,False,False,True,-8764.179185431438,-2.504444751441348,4,NIFTY INTERNET
BSE,2023-07-26,2023-08-10,256.5,298.3260775337556,248.65,7.85,309.0,6.69,True,True,False,60564.16026887812,16.306462976123036,15,NIFTY MS FIN SERV
ALKEM,2023-08-03,2023-08-10,4023.4,4139.327557569996,3940.09,83.31,4243.0,2.64,True,True,False,10781.262854009648,2.8813331403786835,7,NIFTY MIDSML HLTH
AUROPHARMA,2023-08-03,2023-08-14,840.35,856.481233115869,818.18,22.17,887.7,2.14,True,True,False,7226.792435909316,1.919585067634788,11,NIFTY MIDSML HLTH
MOTILALOFS,2023-08-10,2023-08-17,219.3,228.7949165773832,211.59,7.71,240.7,2.78,True,True,False,16606.60909384313,4.329647322108143,7,NIFTY CAPITAL MKT
PFC,2023-08-17,2023-08-25,216.7,212.5557468360583,210.03,6.67,221.75,0.76,False,True,True,-7368.48212548834,-1.912438008279516,8,NIFTY FINSEREXBNK
LICHSGFIN,2023-09-01,2023-09-12,433.2,444.73942204563417,423.55,9.65,459.2,2.69,True,True,False,10223.927932431883,2.6637631684289342,11,NIFTY MS FIN SERV
RECLTD,2023-09-07,2023-09-12,245.55,260.75438332892566,237.62,7.93,284.7,4.93,True,True,False,23962.10812638681,6.19197040477526,5,NIFTY FINSEREXBNK
CANBK,2023-09-22,2023-09-26,68.58,66.53798088965088,66.53,2.05,69.14,0.27,False,True,True,-11635.424890769264,-2.977572339383372,4,NIFTY PSU BANK
BANKINDIA,2023-10-03,2023-10-04,105.41,101.1888690804512,101.19,4.22,106.35,0.22,False,False,True,-15554.867438537323,-4.004488112654203,1,NIFTY PSU BANK
LICHSGFIN,2023-10-03,2023-10-04,477.3,465.579316941338,465.58,11.72,481.0,0.32,False,False,True,-9528.91532669222,-2.4556218434238497,1,NIFTY MS FIN SERV
BAJFINANCE,2023-10-06,2023-10-12,817.0,801.9428580661655,801.1,15.9,819.0,0.13,False,True,True,-7061.799566968374,-1.8429794288659096,6,NIFTY FINSEREXBNK
MCX,2023-10-06,2023-10-23,408.0,447.6771701851397,391.56,16.44,483.0,4.56,True,True,False,37256.86280384622,9.724796614004848,17,NIFTY MS FIN SERV
PRESTIGE,2023-10-18,2023-10-23,732.75,715.9405153016365,704.45,28.3,757.9,0.89,False,True,True,-8993.074313624453,-2.294027253273756,5,NIFTY REALTY
BSE,2023-10-06,2023-10-26,467.0,570.2737735670535,444.78,22.22,610.0,6.43,True,True,False,84787.76809855089,22.114298408362632,20,NIFTY MS FIN SERV
PERSISTENT,2023-10-27,2023-11-07,3041.9,3071.4227501674304,2961.89,80.01,3173.25,1.64,False,True,False,3926.525772268234,0.9705365122926636,11,NIFTY MS IT TELCM
OBEROIRLTY,2023-11-09,2023-11-13,1256.3,1231.4024664045746,1222.88,33.42,1269.2,0.39,False,True,True,-8241.083620085785,-1.98181434334358,4,NIFTY REALTY
PRESTIGE,2023-10-31,2023-11-17,765.7,874.2306686614655,726.81,38.89,924.9,4.09,True,True,False,56544.47837262352,14.174045796195056,17,NIFTY REALTY
OBEROIRLTY,2023-11-15,2023-11-22,1302.7,1366.6166301168887,1267.09,35.61,1415.4,3.16,True,True,False,20325.488377170597,4.906473487133534,7,NIFTY REALTY
PERSISTENT,2023-11-16,2023-11-23,3198.1,3229.2955198439163,3131.74,66.36,3312.3,1.72,False,True,False,4086.613099553045,0.9754391621249026,7,NIFTY MS IT TELCM
AUROPHARMA,2023-11-17,2023-11-23,1007.35,1028.2565971839908,981.55,25.8,1058.0,1.96,False,True,False,8655.331234172196,2.075405488061821,6,NIFTY MIDSML HLTH
TATAELXSI,2023-11-21,2023-11-28,8423.25,8243.289545922815,8237.33,185.92,8510.2,0.47,False,True,True,-8998.02270385926,-2.1364729062675947,7,NIFTY MS IT TELCM
CDSL,2023-11-23,2023-12-08,896.05,932.4848983294868,860.64,35.41,976.0,2.26,True,True,False,17124.402214858863,4.066167996148318,15,NIFTY MS FIN SERV
BSE,2023-11-28,2023-12-11,783.0,798.6004451121332,740.04,42.96,865.0,1.91,False,True,False,7675.418995169549,1.992394011766696,13,NIFTY MS FIN SERV
OBEROIRLTY,2023-12-14,2023-12-18,1489.35,1449.5679979063589,1449.03,40.32,1502.55,0.33,False,True,True,-12451.766655309646,-2.6710982706308783,4,NIFTY REALTY
HAL,2023-11-24,2023-12-20,2240.3,2737.7749884492187,2187.62,52.68,2849.75,11.57,True,True,False,93525.29782845308,22.20573085967141,26,NIFTY IND DEFENCE
BDL,2023-11-24,2023-12-20,579.6,736.4892765556644,562.06,17.54,799.0,12.51,True,True,False,113901.61477941235,27.068543229065646,26,NIFTY IND DEFENCE
MANAPPURAM,2023-11-29,2023-12-20,161.95,166.89317411508688,155.62,6.33,177.0,2.38,True,True,False,13168.615842591476,3.052284109346637,21,NIFTY MS FIN SERV
PERSISTENT,2023-12-22,2024-01-01,3715.7,3660.275162281377,3608.64,107.06,3780.0,0.6,False,True,True,-6928.104714827839,-1.4916391990371314,10,NIFTY MS IT TELCM
BEL,2023-12-22,2024-01-02,174.8,180.02117306824468,169.93,4.87,187.0,2.51,True,True,False,13930.089746076772,2.9869411145564406,11,NIFTY IND DEFENCE
MANAPPURAM,2023-12-22,2024-01-02,176.65,170.6789618490899,169.76,6.89,177.55,0.13,False,True,True,-15763.540718402712,-3.3801517978545803,11,NIFTY MS FIN SERV
COFORGE,2023-12-22,2024-01-02,1258.0,1227.2734064046017,1219.94,38.06,1279.0,0.55,False,True,True,-11368.83963029737,-2.44249551632737,11,NIFTY MS IT TELCM
HAL,2023-12-26,2024-01-02,2820.65,2749.507643418856,2733.1,87.55,2859.9,0.45,False,True,True,-11738.488835888797,-2.522197244647306,7,NIFTY IND DEFENCE
OIL,2024-01-02,2024-01-10,255.55,247.7475223374365,244.83,10.72,261.25,0.53,False,True,True,-14044.459792614332,-3.05320980730327,8,NIFTY OIL AND GAS
MANAPPURAM,2024-01-03,2024-01-10,173.9,173.49057020853314,167.81,6.09,182.25,1.37,False,True,True,-1084.57951759572,-0.2354397880775516,7,NIFTY MS FIN SERV
BEL,2024-01-04,2024-01-10,186.9,182.11153953661437,181.91,4.99,188.65,0.35,False,True,True,-11789.189660855498,-2.5620441216616663,6,NIFTY IND DEFENCE
HAL,2024-01-03,2024-01-16,2870.0,2957.8247124976074,2788.93,81.07,3079.0,2.58,True,True,False,14051.95399961718,3.060094512111755,13,NIFTY IND DEFENCE
NBCC,2024-01-03,2024-01-16,58.67,59.262493815057134,56.2,2.47,62.9,1.71,False,True,False,4652.261435828602,1.0098752600257832,13,NIFTY MULTI INFRA
RBLBANK,2024-01-11,2024-01-17,295.0,284.39209348697534,283.83,11.17,300.7,0.51,False,True,True,-16686.236944987788,-3.595900512889716,6,NIFTY MS FIN SERV
BEL,2024-01-15,2024-01-17,188.65,184.01059794630476,184.01,4.64,190.25,0.34,False,False,True,-11385.092639768212,-2.459264274421036,2,NIFTY IND DEFENCE
BHEL,2024-01-15,2024-01-18,201.25,199.61160034900627,194.16,7.09,213.2,1.69,False,True,True,-3475.045659757709,-0.8141116278229776,3,NIFTY ENERGY
OIL,2024-01-18,2024-01-23,263.65,269.41960786740304,253.47,10.18,287.2,2.31,True,True,False,9894.87749259626,2.1883587587343323,5,NIFTY OIL AND GAS
BEL,2024-01-19,2024-01-23,191.85,188.4286152036304,186.83,5.02,195.5,0.73,False,True,True,-8129.210276174122,-1.7833645016260502,4,NIFTY IND DEFENCE
COALINDIA,2024-01-19,2024-01-23,359.9,364.98806347510674,350.98,8.92,380.1,2.26,True,True,False,6446.576422960271,1.413743671882961,4,NIFTY ENERGY
NBCC,2024-01-19,2024-01-23,63.03,64.79486602694192,60.24,2.79,73.0,3.57,True,True,False,12345.237858458708,2.800041292942912,4,NIFTY MULTI INFRA
GODREJPROP,2024-01-25,2024-01-30,2326.9,2361.814558729281,2262.05,64.85,2453.7,1.96,False,True,False,6947.997187126919,1.500475255888989,5,NIFTY REALTY
BEL,2024-01-29,2024-01-31,190.9,185.50597839590932,185.5,5.4,193.7,0.52,False,False,True,-13274.687167667098,-2.8255744390207727,2,NIFTY IND DEFENCE
MOTILALOFS,2024-01-19,2024-02-09,397.55,454.83908711958327,379.37,18.18,484.55,4.79,True,True,False,65710.582926162,14.410536314824116,21,NIFTY CAPITAL MKT
ONGC,2024-01-29,2024-02-09,235.0,245.71555152485263,227.5,7.5,256.55,2.87,True,True,False,21420.387498180404,4.559809159511752,11,NIFTY OIL AND GAS
UNIONBANK,2024-02-01,2024-02-09,132.47,131.7040158674338,127.7,4.77,142.57,2.12,True,True,True,-2692.4342259701534,-0.578232152612812,8,NIFTY PSU BANK
COALINDIA,2024-02-14,2024-02-19,437.95,435.1058747876903,421.72,16.23,457.9,1.23,False,True,True,-3063.122853657584,-0.6494177902294229,5,NIFTY ENERGY
IOC,2024-02-14,2024-02-21,167.67,166.25962314964264,159.83,7.84,177.69,1.28,False,True,True,-3968.800456905589,-0.8411623130896162,7,NIFTY OIL AND GAS
BPCL,2024-02-14,2024-02-21,287.7,291.55578240134207,276.19,11.51,317.4,2.58,True,True,False,6323.483138201016,1.3402093852422858,7,NIFTY OIL AND GAS
POWERGRID,2024-02-20,2024-02-22,287.9,278.76085885717106,278.76,9.14,289.45,0.17,False,False,True,-15874.688165093832,-3.1744151242893093,2,NIFTY ENERGY
OIL,2024-02-14,2024-02-26,332.5,380.1940886913571,314.26,18.24,420.0,4.8,True,True,False,61668.4566779247,14.344086824468306,12,NIFTY OIL AND GAS
ONGC,2024-02-14,2024-02-26,250.2,249.82262526996917,241.01,9.19,261.7,1.25,False,True,True,-711.7287408381858,-0.1508292286294343,12,NIFTY OIL AND GAS
BAJAJ-AUTO,2024-02-22,2024-02-28,8288.5,8109.408228878081,8097.74,190.76,8338.5,0.26,False,True,True,-10387.322725071304,-2.160725959123111,6,NIFTY AUTO
POWERGRID,2024-02-26,2024-02-28,287.8,283.3832703033997,278.7,9.1,293.65,0.64,False,True,True,-7367.105133929346,-1.5346524310633547,2,NIFTY ENERGY
OIL,2024-03-01,2024-03-12,392.75,402.0960298451442,370.53,22.22,431.35,1.74,False,True,False,10037.63605368492,2.379638407420548,11,NIFTY OIL AND GAS
SIEMENS,2024-03-21,2024-04-15,3765.1,4202.25,3647.35,117.75,4395.6,5.35,True,True,False,55518.05000000001,11.6105813922605,25,NIFTY ENERGY
PHOENIXLTD,2024-04-16,2024-04-29,1564.45,1525.1635352385713,1494.57,69.88,1632.5,0.97,False,True,True,-12296.663470327205,-2.5111997674217013,13,NIFTY REALTY
MOTILALOFS,2024-04-18,2024-04-29,521.4,620.9854140159586,499.19,22.21,669.5,6.67,True,True,False,93809.46000303296,19.099619105477284,11,NIFTY CAPITAL MKT
MAZDOCK,2024-04-23,2024-04-29,1129.3,1175.969548161048,1080.18,49.12,1262.4,2.71,True,True,False,20021.236161089568,4.132608532812188,6,NIFTY IND DEFENCE
ONGC,2024-05-03,2024-05-06,266.3,259.6688367222994,259.67,6.63,272.7,0.97,False,False,True,-12877.719085294637,-2.490110130567269,3,NIFTY OIL AND GAS
JINDALSTEL,2024-04-19,2024-05-07,927.25,916.17384820701,898.31,28.94,960.0,1.13,False,True,True,-5936.817361042581,-1.1945162354262462,18,NIFTY METAL
SIEMENS,2024-04-18,2024-05-09,4250.5,4677.61902965067,4135.43,115.07,4827.55,5.01,True,True,False,49118.68840982708,10.048677323860012,21,NIFTY ENERGY
CGPOWER,2024-05-07,2024-05-21,570.65,640.4057822966276,551.49,19.16,669.0,5.13,True,True,False,63059.22719615141,12.223916988807094,14,NIFTY ENERGY
SUPREMEIND,2024-05-27,2024-05-29,5604.9,5422.926761035782,5382.04,222.86,5839.8,1.05,False,True,True,-17105.48446263646,-3.246681278242569,2,NIFTY MULTI MFG
MAZDOCK,2024-05-29,2024-05-31,1678.7,1587.9144268002565,1587.91,90.79,1739.0,0.66,False,False,True,-26237.03065472589,-5.408087996648813,2,NIFTY IND DEFENCE
ADANIPOWER,2024-05-30,2024-06-04,139.7,167.1407735269088,134.54,5.16,179.15,7.64,True,True,False,102930.3414994349,19.642643899004145,5,NIFTY COMMODITIES
CGPOWER,2024-05-30,2024-06-04,647.4,660.2662018119032,623.63,23.77,700.0,2.21,True,True,False,10408.75726582972,1.9873651238651924,5,NIFTY ENERGY
BEL,2024-05-31,2024-06-04,295.95,307.276994405026,285.78,10.17,323.0,2.66,True,True,False,20230.012007376485,3.827333808084488,4,NIFTY IND DEFENCE
ABB,2024-05-31,2024-06-04,8317.95,8500.51764411104,8107.36,210.59,8765.0,2.12,True,True,False,11501.76157899546,2.1948634472561013,4,NIFTY ENERGY
GVT&D,2024-05-31,2024-06-05,1360.35,1280.4,1286.39,73.96,1428.35,0.92,False,False,True,-28542.149999999936,-5.877163965156019,5,NIFTY ENERGY
HEROMOTOCO,2024-06-04,2024-06-06,5180.7,5349.054694463638,5031.46,149.24,5633.85,3.04,True,True,False,17677.242918682015,3.249651484618643,2,NIFTY AUTO
MOTILALOFS,2024-06-19,2024-06-21,686.05,657.8585108293053,652.95,33.1,698.95,0.39,False,True,True,-23765.425370895628,-4.109247018540152,2,NIFTY CAPITAL MKT
PRESTIGE,2024-06-20,2024-06-26,2013.8,1945.182568613028,1899.56,114.24,2074.8,0.53,False,True,True,-17497.4450036779,-3.4073607799668397,6,NIFTY REALTY
MOTHERSON,2024-06-05,2024-06-28,101.37,127.93219069634328,96.95,4.42,133.47,7.26,True,True,False,144392.06862532208,26.203206763680843,23,NIFTY AUTO
UNOMINDA,2024-06-06,2024-07-08,974.2,1115.4708925695904,926.37,47.83,1207.3,4.87,True,True,False,79394.2416241098,14.501220752370193,32,NIFTY AUTO
GODREJPROP,2024-06-24,2024-07-10,3111.25,3228.210040244104,2995.19,116.06,3358.05,2.13,True,True,False,21871.52752564749,3.759262040790823,16,NIFTY REALTY
PGEL,2024-07-09,2024-07-11,400.0,380.71845759324833,380.72,19.28,407.8,0.4,False,False,True,-28420.99350755196,-4.820385601687915,2,NIFTY CONSR DURBL
MAZDOCK,2024-07-11,2024-07-15,2872.2,2702.397652249179,2698.79,173.41,2905.0,0.19,False,True,True,-28526.79442213791,-5.911926319574579,4,NIFTY IND DEFENCE
NBCC,2024-07-11,2024-07-16,129.27,123.357240547698,123.12,6.15,131.33,0.33,False,True,True,-26648.806851525103,-4.573961052295195,5,NIFTY MULTI INFRA
OFSS,2024-07-12,2024-07-19,9944.0,10140.07568216906,9655.45,288.55,10587.5,2.23,True,True,False,11372.389565805544,1.97179889550545,7,NIFTY MS IT TELCM
ZYDUSLIFE,2024-08-07,2024-08-12,1272.85,1265.384629849341,1237.66,35.19,1324.3,1.46,False,True,True,-3359.4165677964725,-0.586508241399919,5,NIFTY PHARMA
GVT&D,2024-08-07,2024-08-13,1758.55,1675.2258718271462,1665.97,92.58,1795.0,0.39,False,True,True,-25747.15560541181,-4.738229119038628,6,NIFTY ENERGY
OIL,2024-08-07,2024-08-14,617.8,654.0341661818925,585.29,32.51,714.3,2.97,True,True,False,31958.534572429213,5.865031754919481,7,NIFTY OIL AND GAS
PGEL,2024-08-16,2024-08-26,490.1,529.5440469390967,463.37,26.73,592.0,3.81,True,True,False,42362.90641258982,8.048163015526754,10,NIFTY CONSR DURBL
TRENT,2024-08-28,2024-09-03,4828.1,4689.250731674295,4682.18,145.92,4883.3,0.38,False,True,True,-16939.610735736067,-2.875857341929655,6,NIFTY NONCYC CONS
BAJAJ-AUTO,2024-08-22,2024-09-04,9669.0,10642.14291977566,9486.02,182.98,10878.5,6.61,True,True,False,58388.57518653964,10.064566343734205,13,NIFTY AUTO
LUPIN,2024-08-27,2024-09-09,2171.55,2221.95,2124.71,46.84,2312.0,3.0,True,True,False,13658.3999999999,2.3209228431304574,13,NIFTY MIDSML HLTH
MOTILALOFS,2024-09-02,2024-09-09,751.95,743.7131704713972,719.84,32.11,806.45,1.7,False,True,True,-6531.80581618203,-1.0953959077868003,7,NIFTY CAPITAL MKT
SHRIRAMFIN,2024-09-09,2024-09-10,663.15,646.5284290368206,646.53,16.62,667.6,0.27,False,False,True,-15291.845286125004,-2.5064572062398205,1,NIFTY FINSEREXBNK
BIOCON,2024-09-10,2024-09-13,386.6,374.5531027775515,374.55,12.05,394.9,0.69,False,False,True,-18961.816228133997,-3.1161141289313354,3,NIFTY MIDSML HLTH
BIOCON,2024-09-16,2024-09-17,391.2,378.4756759795306,378.48,12.72,395.8,0.36,False,False,True,-19175.55629884738,-3.252639064537166,1,NIFTY MIDSML HLTH
PGEL,2024-08-30,2024-09-19,525.15,607.4167310803564,494.96,30.19,648.0,4.07,True,True,False,81279.53030739212,15.665377716910678,20,NIFTY CONSR DURBL
VOLTAS,2024-09-09,2024-09-23,1817.95,1885.6530160915377,1769.74,48.21,1944.9,2.63,True,True,False,22680.510390665106,3.7241407129754656,14,NIFTY CONSR DURBL
BAJAJHLDNG,2024-09-18,2024-09-24,10793.0,10849.357819828698,10497.44,295.56,11350.0,1.88,False,True,False,2930.606631092284,0.5221701086694841,6,NIFTY FINSEREXBNK
SHRIRAMFIN,2024-09-12,2024-09-25,680.15,697.4694274263546,663.04,17.11,724.75,2.61,True,True,False,15570.16525629283,2.5464129127919843,13,NIFTY FINSEREXBNK
NAUKRI,2024-09-19,2024-09-25,1580.5,1587.5978021116807,1539.63,40.87,1652.0,1.75,False,True,False,2732.6538129970777,0.4490858659715657,6,NIFTY INTERNET
BAJAJ-AUTO,2024-09-10,2024-09-30,10716.0,12119.11978317394,10521.45,194.55,12458.5,8.96,True,True,False,78574.70785774059,13.093689652612351,20,NIFTY AUTO
TITAN,2024-09-27,2024-10-03,3816.7,3689.1,3742.41,74.29,3867.0,0.68,False,False,True,-20798.799999999985,-3.3432022427751678,6,NIFTY CONSR DURBL
NAUKRI,2024-09-27,2024-10-07,1634.0,1598.318281382537,1591.31,42.69,1662.0,0.66,False,True,True,-13630.416511870884,-2.183703709759055,10,NIFTY INTERNET
BSE,2024-10-01,2024-10-07,1286.5,1292.591596915547,1219.33,67.17,1420.0,1.99,False,True,False,2814.317774982675,0.4735015091758221,6,NIFTY MS FIN SERV
M&M,2024-10-08,2024-10-15,3165.85,3110.428445602989,3076.83,89.02,3220.3,0.61,False,True,True,-10751.7815530201,-1.7506058214069142,7,NIFTY AUTO
TECHM,2024-10-17,2024-10-18,1626.2,1585.2015624698638,1585.2,41.0,1636.7,0.26,False,False,True,-15702.401574042182,-2.521119021653928,1,NIFTY IT
AMBER,2024-10-08,2024-10-22,5064.8,6048.91624895102,4817.64,247.16,6484.25,5.74,True,True,False,119078.0661230734,19.430505626106065,14,NIFTY CONSR DURBL
MCX,2024-10-18,2024-10-22,1312.0,1286.407390103097,1273.13,38.87,1340.0,0.72,False,True,True,-12079.711871338222,-1.9506562421420013,4,NIFTY MS FIN SERV
MCX,2024-10-29,2024-10-30,1365.0,1317.321596339554,1317.32,47.68,1374.0,0.19,False,False,True,-22075.100894786527,-3.4929233450876285,1,NIFTY MS FIN SERV
RADICO,2024-10-30,2024-11-11,2412.05,2306.15,2294.03,118.02,2463.7,0.44,False,True,True,-27534.000000000025,-4.3904562509069045,12,NIFTY FMCG
MOTILALOFS,2024-11-08,2024-11-13,997.65,944.4813868509866,942.03,55.62,1025.0,0.49,False,True,True,-29827.5919765965,-5.329385370522067,5,NIFTY CAPITAL MKT
INDHOTEL,2024-11-14,2024-11-28,741.35,776.8480726070766,718.31,23.04,809.9,2.98,True,True,False,29498.89833648061,4.788301424034058,14,NIFTY IND TOURISM
PGEL,2024-11-27,2024-12-10,712.45,818.343477135246,674.73,37.72,864.5,4.03,True,True,False,87573.90559084837,14.863285442521711,13,NIFTY CONSR DURBL
NAUKRI,2024-12-02,2024-12-19,1689.5,1730.5,1638.25,51.25,1789.5,1.95,False,True,False,15252.0,2.4267534773601662,17,NIFTY INTERNET
360ONE,2024-12-16,2024-12-19,1242.4,1205.25,1199.9,42.5,1270.0,0.65,False,True,True,-19615.200000000048,-2.990180296200906,3,NIFTY MS FIN SERV
INDHOTEL,2024-11-29,2024-12-20,793.35,863.3322543167457,771.44,21.91,886.2,4.24,True,True,False,55006.05189296208,8.821107243555248,21,NIFTY IND TOURISM
360ONE,2024-12-20,2024-12-24,1249.5,1207.0881251974677,1207.09,42.41,1280.75,0.74,False,False,True,-22054.17489731681,-3.3943077072855043,4,NIFTY MS FIN SERV
PERSISTENT,2024-12-30,2024-12-31,6637.7,6457.198958103098,6457.2,180.5,6768.8,0.73,False,False,True,-17689.102105896334,-2.7193311221793914,1,NIFTY MS IT TELCM
360ONE,2024-12-26,2025-01-06,1256.25,1250.4852123406815,1208.33,47.92,1318.0,1.29,False,True,True,-2957.336069230376,-0.4588885698959988,11,NIFTY MS FIN SERV
NAUKRI,2025-01-02,2025-01-06,1776.0,1760.4769417885648,1731.21,44.79,1826.0,1.12,False,True,True,-5681.439305385293,-0.8740460704636965,4,NIFTY INTERNET
