symbol,entry_date,exit_date,entry_price,exit_price,qty,reason,sector,pnl,ret_pct,holding_days,ema13_gt_ema21
EICHERMOT,2022-05-25,2022-06-17,2686.15,2604.8,49,rebalance,NIFTY AUTO,-3986.149999999996,-3.0284980362228486,23,True
OIL,2022-06-16,2022-06-17,176.6,169.75,1089,rebalance,NIFTY OIL AND GAS,-7459.649999999994,-3.878822197055487,1,True
KEI,2022-06-16,2022-06-17,1237.9,1193.45,155,rebalance,NIFTY EV,-6889.750000000007,-3.590758542693273,1,True
HAL,2022-05-16,2022-06-20,800.2,858.9243742195071,246,stop,NIFTY IND DEFENCE,14446.196057998724,7.338712099413525,35,False
BDL,2022-06-02,2022-06-20,410.6643044619423,365.58375909279454,381,stop,NIFTY IND DEFENCE,-17175.687785645285,-10.97746867193944,18,True
BEL,2022-06-17,2022-06-20,78.25,75.7,2449,rebalance,NIFTY IND DEFENCE,-6244.949999999993,-3.258785942492004,3,True
TORNTPHARM,2022-06-21,2022-06-22,1411.8,1409.0,89,rebalance,NIFTY PHARMA,-249.19999999999595,-0.1983283751239573,1,True
BDL,2022-06-21,2022-06-27,371.65,363.5,505,rebalance,NIFTY IND DEFENCE,-4115.749999999988,-2.192923449482032,6,True
BAJAJ-AUTO,2022-06-27,2022-06-30,3766.0,3615.0,31,rebalance,NIFTY AUTO,-4681.0,-4.009559214020175,3,True
HAL,2022-06-21,2022-07-01,902.55,868.1,208,rebalance,NIFTY IND DEFENCE,-7165.599999999986,-3.816963049138544,10,True
BEL,2022-06-29,2022-07-01,78.68450536352802,76.6,839,rebalance,NIFTY IND DEFENCE,-1748.900000000012,-2.649194214156214,2,False
TORNTPHARM,2022-06-23,2022-07-08,1430.0522727272728,1466.7,132,rebalance,NIFTY PHARMA,4837.499999999997,2.5626844536833504,15,True
ASHOKLEY,2022-06-17,2022-07-20,63.3,71.8,2568,rebalance,NIFTY AUTO,21828.0,13.428120063191162,33,True
PHOENIXLTD,2022-06-17,2022-07-27,542.3,607.25,235,rebalance,NIFTY REALTY,15263.250000000013,11.976765627881258,40,True
TIINDIA,2022-06-30,2022-08-02,1841.3,1992.507739065883,60,stop,NIFTY AUTO,9072.464343952985,8.212009942208386,33,True
BRITANNIA,2022-07-01,2022-08-08,3584.35,3655.8943695010007,32,stop,NIFTY FMCG,2289.4198240320256,1.9960207429799317,38,True
VBL,2022-05-02,2022-08-22,147.3,187.17200238682832,1016,stop,NIFTY FMCG,40509.95442501757,27.06856916960509,112,True
TIINDIA,2022-08-08,2022-08-22,2325.55,2116.4020483460386,50,stop,NIFTY AUTO,-10457.397582698082,-8.993483333145347,14,True
ADANIPOWER,2022-07-20,2022-08-25,58.0,74.2,3182,stop,NIFTY COMMODITIES,51548.40000000001,27.93103448275862,36,True
BAJAJ-AUTO,2022-07-08,2022-08-25,3730.5,3962.5,52,rebalance,NIFTY AUTO,12064.0,6.219005495241925,48,True
ADANIPOWER,2022-08-25,2022-08-29,78.7,71.62971455372117,2898,stop,NIFTY COMMODITIES,-20489.68722331605,-8.98384427735557,4,True
CGPOWER,2022-06-24,2022-09-02,186.4700686947988,220.83915250365465,1019,stop,NIFTY ENERGY,35022.096401224095,18.43142121919241,70,True
COALINDIA,2022-08-25,2022-09-08,209.4,220.15,1022,rebalance,NIFTY ENERGY,10986.5,5.133715377268389,14,True
ADANIENSOL,2022-07-01,2022-09-26,2400.65,3666.421414978487,54,stop,NIFTY COMMODITIES,68351.65640883827,52.72619561279181,87,True
BEL,2022-07-27,2022-09-26,91.05791481246028,104.78933609262197,1573,stop,NIFTY IND DEFENCE,21599.52567369435,15.07987670093529,61,True
HAL,2022-08-22,2022-09-26,1114.9,1196.2,129,stop,NIFTY IND DEFENCE,10487.699999999992,7.292133823661318,35,True
BANKBARODA,2022-09-08,2022-09-26,122.45,114.6,1840,stop,NIFTY PSU BANK,-14444.000000000016,-6.4107799101674185,18,True
ADANIPOWER,2022-08-29,2022-09-26,78.85,73.3,2634,rebalance,NIFTY COMMODITIES,-14618.699999999992,-7.038681039949268,28,True
VBL,2022-08-22,2022-09-27,183.95,209.56746304482184,827,stop,NIFTY FMCG,21185.641938067667,13.92631858919371,36,True
ITC,2022-06-17,2022-09-28,217.15,271.8126895211766,882,stop,NIFTY FMCG,48212.49215767775,25.172778964391696,103,False
BDL,2022-08-02,2022-09-28,421.73390410958905,414.9416748372889,292,stop,NIFTY IND DEFENCE,-1983.3309475116516,-1.6105485487681317,57,True
ADANIENSOL,2022-09-26,2022-09-29,3713.0,3361.5462362734324,41,stop,NIFTY COMMODITIES,-14409.60431278927,-9.465493232603494,3,True
EICHERMOT,2022-06-21,2022-10-03,2702.8,3446.204789556264,62,stop,NIFTY AUTO,46091.09695248834,27.50498703404851,104,True
ADANIPOWER,2022-09-27,2022-10-03,74.5,70.95,2326,rebalance,NIFTY COMMODITIES,-8257.299999999994,-4.765100671140932,6,True
HINDUNILVR,2022-09-26,2022-10-10,2660.55,2547.710261310117,58,stop,NIFTY FMCG,-6544.704844013228,-4.241218495795351,14,True
VBL,2022-09-28,2022-10-14,205.95,205.3,1004,rebalance,NIFTY FMCG,-652.5999999999772,-0.315610585093462,16,True
UNOMINDA,2022-10-14,2022-10-17,557.25,545.9,370,rebalance,NIFTY AUTO,-4199.500000000008,-2.0367877972184867,3,True
AMBUJACEM,2022-09-26,2022-10-24,511.2,516.9,307,rebalance,,1749.8999999999965,1.1150234741784004,28,True
BRITANNIA,2022-10-03,2022-10-25,3768.95,3713.1,41,rebalance,NIFTY FMCG,-2289.8499999999963,-1.4818450762148605,22,True
KEI,2022-10-25,2022-11-04,1630.35,1522.692703911056,93,stop,NIFTY EV,-10012.128536271784,-6.603324199646943,10,True
TIINDIA,2022-09-02,2022-11-10,2292.3,2547.2040810782537,98,stop,NIFTY AUTO,24980.599945668844,11.120014006816458,69,True
EICHERMOT,2022-10-03,2022-11-11,3463.35,3545.906545496175,64,stop,NIFTY AUTO,5283.618911755213,2.383719390075356,39,True
ITC,2022-09-28,2022-11-15,268.0,282.4260010165236,575,stop,NIFTY FMCG,8294.950584501086,5.382836200195373,48,True
BEL,2022-10-10,2022-11-30,104.4528188865398,105.1,1419,rebalance,NIFTY IND DEFENCE,918.3500000000126,0.6195918122259503,51,False
PIIND,2022-11-11,2022-12-09,3434.95,3452.85,66,rebalance,,1181.400000000006,0.5211138444518815,28,True
INDIANB,2022-10-24,2022-12-12,223.25,255.8472412002628,710,stop,NIFTY PSU BANK,23144.04125218657,14.601227861259924,49,True
BDL,2022-09-29,2022-12-12,434.8564814814816,466.7,324,rebalance,NIFTY IND DEFENCE,10317.299999999965,7.322765067231596,74,True
HAL,2022-09-26,2022-12-15,1169.8,1302.3077079471198,189,stop,NIFTY IND DEFENCE,25043.956802005643,11.327381428203086,80,True
COCHINSHIP,2022-09-26,2022-12-21,208.35,299.12461649946005,1119,stop,NIFTY IND DEFENCE,101576.7958628958,43.56833045330457,86,True
BANKBARODA,2022-10-17,2022-12-21,120.4,158.7039060406972,1677,stop,NIFTY PSU BANK,64235.6504302492,31.81387544908405,65,True
SBIN,2022-11-10,2022-12-21,605.75,597.4204011076961,412,stop,NIFTY PSU BANK,-3431.794743629215,-1.3750885501120802,41,True
UNIONBANK,2022-11-15,2022-12-21,55.9,72.9844251122851,2906,stop,NIFTY PSU BANK,49647.33937630049,30.56247783950823,36,True
PNB,2022-12-09,2022-12-21,53.13,50.393064472983255,4289,stop,NIFTY PSU BANK,-11738.71647537483,-5.151393802026627,12,True
BANKINDIA,2022-12-15,2022-12-22,88.26,78.78956404726131,2788,stop,NIFTY PSU BANK,-26403.57543623549,-10.730156302672444,7,True
UNIONBANK,2022-12-21,2022-12-22,72.91,68.16,3558,rebalance,NIFTY PSU BANK,-16900.5,-6.514881360581537,1,True
NMDC,2022-11-30,2022-12-23,33.15405049396268,32.5,4555,stop,NIFTY METAL,-2979.2000000000007,-1.972761952817137,23,True
INDIANB,2022-12-12,2022-12-23,257.1,252.91897056838135,590,stop,NIFTY PSU BANK,-2466.8073646549974,-1.6262269278952357,11,True
JINDALSTEL,2022-12-12,2022-12-23,554.45,524.9156885778498,326,stop,NIFTY METAL,-9628.185523620989,-5.3267763409054485,11,True
GODFRYPHLP,2022-12-21,2022-12-23,648.0,586.9128931123375,400,stop,,-24434.842755064983,-9.42702266784915,2,True
HINDZINC,2022-12-21,2022-12-23,323.35,310.15466326346336,735,stop,NIFTY METAL,-9698.572501354443,-4.080821628741815,2,True
PNB,2022-12-22,2022-12-23,50.76,46.94,4988,rebalance,NIFTY PSU BANK,-19054.16,-7.525610717100085,1,True
TIINDIA,2022-12-22,2022-12-26,2925.75,2759.4,71,rebalance,NIFTY AUTO,-11810.849999999991,-5.685721609843631,4,True
PIIND,2022-12-23,2023-01-04,3459.6,3340.5,46,rebalance,,-5478.599999999996,-3.442594519597641,12,True
JSWSTEEL,2022-12-23,2023-01-06,727.85,728.2734601249293,222,stop,NIFTY METAL,94.00814773430602,0.0581795871305024,14,True
HDFCBANK,2022-12-23,2023-01-10,798.8,783.4109548606369,202,stop,NIFTY PVT BANK,-3108.5871181513303,-1.926520423054956,18,True
UNIONBANK,2023-01-06,2023-01-10,72.53,70.94,2230,rebalance,NIFTY PSU BANK,-3545.7000000000075,-2.1921963325520544,4,True
VBL,2022-11-04,2023-01-11,228.2699367088608,250.2461279501017,632,stop,NIFTY FMCG,13888.952864464292,9.627282312374664,68,True
GODFRYPHLP,2023-01-10,2023-01-17,701.0,635.2255789921203,239,stop,,-15720.08662088325,-9.382941655902954,7,True
HINDZINC,2022-12-23,2023-01-20,313.15,345.0,626,stop,NIFTY METAL,19938.100000000013,10.170844643142264,28,True
ABCAPITAL,2022-12-21,2023-01-24,148.6,143.4898601757518,1746,stop,NIFTY MS FIN SERV,-8922.304133137346,-3.4388558709610995,34,True
BANKINDIA,2023-01-04,2023-01-24,87.97263698630138,80.18,1752,rebalance,NIFTY PSU BANK,-13652.700000000008,-8.858023646051215,20,True
UNIONBANK,2023-01-17,2023-01-24,73.13974013474495,72.39,2078,rebalance,NIFTY PSU BANK,-1557.9600000000144,-1.0250790245681871,7,True
BANKBARODA,2022-12-21,2023-01-25,159.15,154.55969503622728,1630,stop,NIFTY PSU BANK,-7482.197090949539,-2.8842632508782384,35,True
BDL,2023-01-24,2023-01-25,464.3,461.3,451,rebalance,NIFTY IND DEFENCE,-1353.0,-0.6461339651087639,1,True
NMDC,2022-12-26,2023-01-27,32.6,34.17838904916959,6014,stop,NIFTY METAL,9492.431741705896,4.841684199906715,32,True
PNB,2023-01-10,2023-01-27,52.042545454545454,50.05100957469446,2860,stop,NIFTY PSU BANK,-5695.792616373839,-3.826745718251656,17,True
HDFCBANK,2023-01-24,2023-01-27,847.8,816.0,195,stop,NIFTY PVT BANK,-6200.999999999991,-3.75088464260438,3,True
JINDALSTEL,2022-12-23,2023-01-30,524.3,566.2879942131121,462,stop,NIFTY METAL,19398.45332645783,8.008391038167506,38,True
HINDZINC,2023-01-20,2023-01-30,353.0,329.6993061519467,611,stop,NIFTY METAL,-14236.723941160566,-6.6007631297601455,10,True
GODFRYPHLP,2023-01-24,2023-01-30,642.0,612.0,259,rebalance,,-7770.0,-4.672897196261683,6,True
HDFCBANK,2023-01-27,2023-01-31,807.9,801.8,200,rebalance,NIFTY PVT BANK,-1220.0000000000043,-0.7550439410818233,4,True
GODFRYPHLP,2023-01-31,2023-02-01,641.0,607.0,250,rebalance,,-8500.0,-5.304212168486744,1,False
NHPC,2023-01-25,2023-02-02,43.7,41.35018691996278,4869,stop,NIFTY COMMODITIES,-11441.239886701236,-5.377146636240782,8,True
HDFCBANK,2023-02-01,2023-02-02,813.8,801.7,186,rebalance,NIFTY PVT BANK,-2250.599999999983,-1.4868518063406166,1,True
JINDALSTEL,2023-01-30,2023-02-06,574.85,556.85,420,rebalance,NIFTY METAL,-7560.0,-3.131251630860221,7,True
TATASTEEL,2023-01-11,2023-02-07,112.62909859154932,106.52,1420,stop,NIFTY METAL,-8674.920000000044,-5.424085487626995,27,True
NMDC,2023-01-27,2023-02-07,34.6,32.67471703043832,5323,stop,NIFTY METAL,-10248.28124697685,-5.564401646132033,11,True
HINDZINC,2023-01-30,2023-02-08,330.0,328.95,664,rebalance,NIFTY METAL,-697.2000000000075,-0.3181818181818174,9,True
INDIANB,2022-12-23,2023-02-13,259.3,269.55,934,rebalance,NIFTY PSU BANK,9573.5,3.952950250674903,52,True
NMDC,2023-02-08,2023-02-13,33.95,33.25,6440,rebalance,NIFTY METAL,-4508.000000000018,-2.061855670103097,5,False
CGPOWER,2023-01-25,2023-02-17,300.4,320.15,823,rebalance,NIFTY ENERGY,16254.25,6.574567243675111,23,True
ABCAPITAL,2023-02-13,2023-02-21,143.95,143.05,1584,rebalance,NIFTY MS FIN SERV,-1425.599999999964,-0.6252170892670939,8,False
HCLTECH,2023-01-27,2023-02-22,1115.6,1092.6,145,rebalance,NIFTY IT,-3335.0,-2.061670849766939,26,True
HDFCBANK,2023-02-06,2023-02-22,825.9,807.1,283,rebalance,NIFTY PVT BANK,-5320.399999999987,-2.276304637365289,16,True
JINDALSTEL,2023-02-07,2023-02-22,570.25,573.25,292,rebalance,NIFTY METAL,876.0,0.5260850504164916,15,False
NMDC,2023-02-17,2023-02-22,34.15,32.55,6962,rebalance,NIFTY METAL,-11139.20000000001,-4.685212298682284,5,False
INDIANB,2023-02-21,2023-02-22,272.45,260.85,871,rebalance,NIFTY PSU BANK,-10103.59999999997,-4.257661956322245,1,False
BRITANNIA,2023-02-02,2023-02-27,4573.05,4409.40055232524,41,stop,NIFTY FMCG,-6709.627354665171,-3.5785623965353563,25,True
PERSISTENT,2023-02-22,2023-02-27,2519.75,2372.0917927266723,92,stop,NIFTY MS IT TELCM,-13584.555069146145,-5.860034022158056,5,True
GODREJCP,2023-02-02,2023-02-27,939.7,914.0,173,rebalance,NIFTY FMCG,-4446.100000000008,-2.7349153985314456,25,True
ALKEM,2023-02-27,2023-03-01,3272.6,3139.0965826858724,53,stop,NIFTY MIDSML HLTH,-7075.68111764876,-4.079429729087803,2,True
COFORGE,2023-02-22,2023-03-10,868.5,827.5,179,rebalance,NIFTY MS IT TELCM,-7339.0,-4.720782959124925,16,True
BDL,2023-02-22,2023-03-13,461.15,443.45,506,rebalance,NIFTY IND DEFENCE,-8956.199999999993,-3.8382305106798182,19,False
SUPREMEIND,2023-01-30,2023-03-14,2549.05,2520.290419264703,63,stop,NIFTY MULTI MFG,-1811.8535863237285,-1.1282470228240804,43,True
PERSISTENT,2023-02-27,2023-03-14,2410.75,2266.2042706342927,95,stop,NIFTY MS IT TELCM,-13731.844289742194,-5.995882168026856,15,True
ABCAPITAL,2023-03-01,2023-03-14,152.0,146.2,1096,stop,NIFTY MS FIN SERV,-6356.800000000012,-3.815789473684217,13,True
INDIANB,2023-03-10,2023-03-14,275.95,255.29058921471213,536,stop,NIFTY PSU BANK,-11073.444180914294,-7.486650039966614,4,False
NMDC,2023-03-13,2023-03-16,33.25,32.9,6755,rebalance,NIFTY METAL,-2364.250000000009,-1.0526315789473717,3,False
PFC,2023-03-14,2023-03-20,128.84801016088062,121.00478950806573,1181,stop,NIFTY FINSEREXBNK,-9262.843590974404,-6.087188031093227,6,True
HAL,2023-02-22,2023-03-21,1279.8,1306.7819660125965,182,stop,NIFTY IND DEFENCE,4910.717814292532,2.1082955159084538,27,True
GAIL,2023-03-14,2023-03-21,97.65,92.67715142468654,1554,stop,NIFTY OIL AND GAS,-7727.806686037122,-5.092522862584192,7,True
GODFRYPHLP,2023-03-14,2023-03-23,623.0,614.0,346,rebalance,,-3114.0,-1.4446227929374,9,True
HAL,2023-03-21,2023-03-23,1327.8,1248.2,120,rebalance,NIFTY IND DEFENCE,-9551.999999999987,-5.994878746799214,2,True
ABCAPITAL,2023-03-16,2023-03-24,148.8,144.05,1493,rebalance,NIFTY MS FIN SERV,-7091.75,-3.192204301075263,8,True
OIL,2023-03-23,2023-03-24,171.25,167.2,1248,rebalance,NIFTY OIL AND GAS,-5054.400000000014,-2.364963503649642,1,True
CUMMINSIND,2023-02-22,2023-03-27,1579.35,1582.7728363534547,107,stop,,366.243489819668,0.2167243710041955,33,True
NTPC,2023-03-14,2023-03-27,177.8958430913349,171.18012855061565,854,stop,NIFTY COMMODITIES,-5735.220217774249,-3.775082331334345,13,True
LT,2023-03-21,2023-03-27,2208.45,2154.0,101,rebalance,NIFTY INFRA,-5499.449999999982,-2.4655301229368987,6,True
HINDZINC,2023-03-27,2023-03-29,329.1,299.0,666,stop,NIFTY METAL,-20046.600000000017,-9.146156183530852,2,True
GAIL,2023-03-27,2023-04-03,91.95,93.4,1593,rebalance,NIFTY OIL AND GAS,2309.8500000000045,1.5769439912996177,7,True
ZYDUSLIFE,2023-02-27,2023-04-06,456.05,494.15,340,rebalance,NIFTY PHARMA,12953.999999999987,8.354347111062378,38,True
ULTRACEMCO,2023-03-24,2023-04-06,7258.0,7548.0,28,rebalance,,8120.0,3.9955910719206456,13,True
ALKEM,2023-03-24,2023-04-10,3153.75,3372.55,69,rebalance,NIFTY MIDSML HLTH,15097.200000000012,6.937772493063821,17,False
DALBHARAT,2023-03-27,2023-04-21,1869.3,1920.5379064296867,90,stop,,4611.411578671807,2.7410210468991947,25,False
GODREJCP,2023-03-20,2023-04-28,960.130844155844,933.0,154,stop,NIFTY FMCG,-4178.149999999991,-2.8257444619121497,39,True
HDFCBANK,2023-04-06,2023-05-05,833.2,819.5,186,stop,NIFTY PVT BANK,-2548.2000000000085,-1.6442630820931448,29,True
HAL,2023-04-10,2023-05-08,1408.1,1479.4,159,rebalance,NIFTY IND DEFENCE,11336.70000000003,5.063560826645852,28,True
INDIANB,2023-04-03,2023-05-09,276.5697715289983,290.1987638561156,569,stop,NIFTY PSU BANK,7754.896634129753,4.927867659495222,36,True
BANKBARODA,2023-04-06,2023-05-10,149.15,157.7,1505,stop,NIFTY PSU BANK,12867.749999999976,5.73248407643312,34,True
SBIN,2023-04-28,2023-05-10,578.3139442231076,572.2,251,rebalance,NIFTY PSU BANK,-1534.5999999999883,-1.057201591658119,12,True
ALKEM,2023-04-21,2023-05-12,3409.0,3418.6381481245708,50,stop,NIFTY MIDSML HLTH,481.9074062285381,0.2827265510287668,21,True
RVNL,2023-05-09,2023-05-12,128.2105242868157,120.4,1297,rebalance,,-10130.24999999997,-6.091952536862754,3,True
COLPAL,2023-05-10,2023-05-12,1604.55,1627.7,98,rebalance,NIFTY FMCG,2268.700000000009,1.4427721167928675,2,True
ABCAPITAL,2023-03-29,2023-05-15,153.1,161.1071979290417,1300,stop,NIFTY MS FIN SERV,10409.357307754202,5.230044369067066,47,True
BANKBARODA,2023-05-10,2023-05-15,160.0,165.05,1392,rebalance,NIFTY PSU BANK,7029.600000000016,3.156250000000016,5,True
RVNL,2023-05-15,2023-05-16,120.7,118.75,1956,rebalance,,-3814.2000000000057,-1.6155758077879057,1,True
PRESTIGE,2023-05-15,2023-05-18,508.85,478.7489921185564,400,stop,NIFTY REALTY,-12040.403152577435,-5.915497274529546,3,True
